day,locker_id,S_end,overflow,cleared_actual,clear_capacity,capacity
2,PL063,18.0,0.0,60.0,60.0,60.0
3,PL063,0.0,0.0,60.0,60.0,60.0
4,PL063,42.0,0.0,0.0,60.0,60.0
5,PL063,16.0,0.0,60.0,60.0,60.0
6,PL063,19.0,0.0,39.0,60.0,60.0
7,PL063,60.0,0.0,0.0,60.0,60.0
1,PL064,30.0,0.0,0.0,60.0,60.0
2,PL064,4.0,0.0,60.0,60.0,60.0
3,PL064,0.0,0.0,50.0,60.0,60.0
4,PL064,0.0,0.0,52.0,60.0,60.0
5,PL064,0.0,0.0,35.0,60.0,60.0
6,PL064,0.0,0.0,32.0,60.0,60.0
7,PL064,35.0,0.0,0.0,60.0,60.0
1,PL065,0.0,0.0,31.0,60.0,60.0
2,PL065,0.0,0.0,40.0,60.0,60.0
3,PL065,0.0,0.0,50.0,60.0,60.0
4,PL065,45.0,0.0,0.0,60.0,60.0
5,PL065,22.0,0.0,60.0,60.0,60.0
6,PL065,0.0,0.0,56.0,60.0,60.0
7,PL065,48.0,0.0,0.0,60.0,60.0
1,PL066,0.0,0.0,37.0,60.0,60.0
2,PL066,22.0,0.0,12.0,60.0,60.0
3,PL066,0.0,0.0,60.0,60.0,60.0
4,PL066,18.0,0.0,15.0,60.0,60.0
5,PL066,0.0,0.0,60.0,60.0,60.0
6,PL066,46.0,0.0,0.0,60.0,60.0
7,PL066,60.0,0.0,26.0,60.0,60.0
1,PL067,0.0,0.0,44.0,60.0,60.0
2,PL067,43.0,0.0,8.0,60.0,60.0
3,PL067,25.0,0.0,60.0,60.0,60.0
4,PL067,0.0,0.0,60.0,60.0,60.0
5,PL067,0.0,0.0,37.0,60.0,60.0
6,PL067,0.0,0.0,40.0,60.0,60.0
7,PL067,30.0,0.0,0.0,60.0,60.0
1,PL068,0.0,0.0,38.0,60.0,60.0
2,PL068,0.0,0.0,32.0,60.0,60.0
3,PL068,46.0,0.0,0.0,60.0,60.0
4,PL068,25.0,0.0,60.0,60.0,60.0
5,PL068,2.0,0.0,60.0,60.0,60.0
6,PL068,0.0,0.0,43.0,60.0,60.0
7,PL068,33.0,0.0,0.0,60.0,60.0
1,PL069,0.0,0.0,36.0,60.0,60.0
2,PL069,0.0,0.0,46.0,60.0,60.0
3,PL069,0.0,0.0,40.0,60.0,60.0
4,PL069,0.0,0.0,37.0,60.0,60.0
5,PL069,25.0,0.0,15.0,60.0,60.0
6,PL069,0.0,0.0,60.0,60.0,60.0
7,PL069,47.0,0.0,0.0,60.0,60.0
1,PL070,38.0,0.0,0.0,60.0,60.0
2,PL070,8.0,0.0,60.0,60.0,60.0
3,PL070,0.0,0.0,35.0,60.0,60.0
4,PL070,0.0,0.0,42.0,60.0,60.0
5,PL070,33.0,0.0,1.0,60.0,60.0
6,PL070,22.0,0.0,60.0,60.0,60.0
7,PL070,60.0,0.0,0.0,60.0,60.0
1,PL071,0.0,0.0,46.0,60.0,60.0
2,PL071,0.0,0.0,32.0,60.0,60.0
3,PL071,0.0,0.0,34.0,60.0,60.0
4,PL071,0.0,0.0,41.0,60.0,60.0
5,PL071,0.0,0.0,32.0,60.0,60.0
6,PL071,0.0,0.0,45.0,60.0,60.0
7,PL071,34.0,0.0,0.0,60.0,60.0
1,PL072,24.0,0.0,15.0,60.0,60.0
2,PL072,8.0,0.0,60.0,60.0,60.0
3,PL072,41.0,0.0,0.0,60.0,60.0
4,PL072,24.0,0.0,60.0,60.0,60.0
5,PL072,0.0,0.0,60.0,60.0,60.0
6,PL072,0.0,0.0,36.0,60.0,60.0
7,PL072,39.0,0.0,0.0,60.0,60.0
1,PL073,39.0,0.0,0.0,60.0,60.0
2,PL073,17.0,0.0,60.0,60.0,60.0
3,PL073,0.0,0.0,44.0,60.0,60.0
4,PL073,44.0,0.0,0.0,60.0,60.0
5,PL073,13.0,0.0,60.0,60.0,60.0
6,PL073,0.0,0.0,54.0,60.0,60.0
7,PL073,34.0,0.0,0.0,60.0,60.0
1,PL074,0.0,0.0,44.0,60.0,60.0
2,PL074,36.0,0.0,0.0,60.0,60.0
3,PL074,15.0,0.0,60.0,60.0,60.0
4,PL074,7.0,0.0,60.0,60.0,60.0
5,PL074,0.0,0.0,42.0,60.0,60.0
6,PL074,0.0,0.0,32.0,60.0,60.0
7,PL074,38.0,0.0,0.0,60.0,60.0
1,PL075,0.0,0.0,44.0,60.0,60.0
2,PL075,0.0,0.0,36.0,60.0,60.0
3,PL075,43.0,0.0,8.0,60.0,60.0
4,PL075,21.0,0.0,60.0,60.0,60.0
5,PL075,0.0,0.0,60.0,60.0,60.0
6,PL075,47.0,0.0,0.0,60.0,60.0
7,PL075,60.0,0.0,18.0,60.0,60.0
1,PL076,18.0,0.0,34.0,60.0,60.0
2,PL076,0.0,0.0,60.0,60.0,60.0
3,PL076,32.0,0.0,10.0,60.0,60.0
4,PL076,19.0,0.0,60.0,60.0,60.0
5,PL076,0.0,0.0,60.0,60.0,60.0
