day,locker_id,S_end,overflow,cleared_actual,clear_capacity,capacity
2,PL047,0.0,42.0,0.0,6000000.0,60000000.0
3,PL047,0.0,41.0,0.0,6000000.0,60000000.0
4,PL047,0.0,39.0,0.0,6000000.0,60000000.0
5,PL047,0.0,43.0,0.0,6000000.0,60000000.0
6,PL047,0.0,41.0,0.0,6000000.0,60000000.0
7,PL047,43.0,0.0,0.0,6000000.0,60000000.0
1,PL048,0.0,44.0,0.0,6000000.0,60000000.0
2,PL048,0.0,36.0,0.0,6000000.0,60000000.0
3,PL048,0.0,42.0,0.0,6000000.0,60000000.0
4,PL048,0.0,37.0,0.0,6000000.0,60000000.0
5,PL048,0.0,30.0,0.0,6000000.0,60000000.0
6,PL048,0.0,39.0,0.0,6000000.0,60000000.0
7,PL048,46.0,0.0,0.0,6000000.0,60000000.0
1,PL049,0.0,47.0,0.0,6000000.0,60000000.0
2,PL049,0.0,45.0,0.0,6000000.0,60000000.0
3,PL049,0.0,50.0,0.0,6000000.0,60000000.0
4,PL049,0.0,43.0,0.0,6000000.0,60000000.0
5,PL049,0.0,52.0,0.0,6000000.0,60000000.0
6,PL049,0.0,48.0,0.0,6000000.0,60000000.0
7,PL049,0.0,50.0,0.0,6000000.0,60000000.0
1,PL050,0.0,41.0,0.0,6000000.0,60000000.0
2,PL050,0.0,45.0,0.0,6000000.0,60000000.0
3,PL050,0.0,33.0,0.0,6000000.0,60000000.0
4,PL050,0.0,35.0,0.0,6000000.0,60000000.0
5,PL050,0.0,36.0,0.0,6000000.0,60000000.0
6,PL050,0.0,43.0,0.0,6000000.0,60000000.0
7,PL050,0.0,34.0,0.0,6000000.0,60000000.0
1,PL051,0.0,39.0,0.0,6000000.0,60000000.0
2,PL051,0.0,50.0,0.0,6000000.0,60000000.0
3,PL051,0.0,38.0,0.0,6000000.0,60000000.0
4,PL051,0.0,49.0,0.0,6000000.0,60000000.0
5,PL051,0.0,33.0,0.0,6000000.0,60000000.0
6,PL051,0.0,32.0,0.0,6000000.0,60000000.0
7,PL051,0.0,39.0,0.0,6000000.0,60000000.0
1,PL052,0.0,44.0,0.0,6000000.0,60000000.0
2,PL052,0.0,41.0,0.0,6000000.0,60000000.0
3,PL052,0.0,36.0,0.0,6000000.0,60000000.0
4,PL052,0.0,36.0,0.0,6000000.0,60000000.0
5,PL052,0.0,30.0,0.0,6000000.0,60000000.0
6,PL052,0.0,33.0,0.0,6000000.0,60000000.0
7,PL052,58.0,0.0,0.0,6000000.0,60000000.0
1,PL053,0.0,44.0,0.0,6000000.0,60000000.0
2,PL053,0.0,37.0,0.0,6000000.0,60000000.0
3,PL053,0.0,41.0,0.0,6000000.0,60000000.0
4,PL053,0.0,45.0,0.0,6000000.0,60000000.0
5,PL053,0.0,39.0,0.0,6000000.0,60000000.0
6,PL053,0.0,39.0,0.0,6000000.0,60000000.0
7,PL053,48.0,0.0,0.0,6000000.0,60000000.0
1,PL054,0.0,43.0,0.0,6000000.0,60000000.0
2,PL054,0.0,30.0,0.0,6000000.0,60000000.0
3,PL054,0.0,43.0,0.0,6000000.0,60000000.0
4,PL054,0.0,43.0,0.0,6000000.0,60000000.0
5,PL054,0.0,40.0,0.0,6000000.0,60000000.0
6,PL054,0.0,36.0,0.0,6000000.0,60000000.0
7,PL054,39.0,0.0,0.0,6000000.0,60000000.0
1,PL055,0.0,36.0,0.0,6000000.0,60000000.0
2,PL055,0.0,40.0,0.0,6000000.0,60000000.0
3,PL055,0.0,38.0,0.0,6000000.0,60000000.0
4,PL055,0.0,43.0,0.0,6000000.0,60000000.0
5,PL055,0.0,39.0,0.0,6000000.0,60000000.0
6,PL055,0.0,39.0,0.0,6000000.0,60000000.0
7,PL055,29.0,0.0,0.0,6000000.0,60000000.0
